1678497211064482,500.0,0.2748091,0.9694656
1678497211082921,500.0458,0.1603053,0.8244275
1678497211101370,499.9313,0.259542,0.7709923
1678497211120402,499.9389,0.3358779,0.961832
1678497211139826,500.2061,0.351145,0.7480916
1678497211159847,499.9313,0.2824428,0.8396947
1678497211180769,500.0382,0.2824428,0.8396947
1678497211202317,499.8473,0.3206107,0.9389313
1678497211224851,499.9237,0.2748091,0.832061
1678497212306885,500.0076,0.2824428,0.8625955
1678497212327510,500.0992,0.3969466,1.145038
1678497212349290,499.9847,0.2748091,1.068702
1678497212416946,499.9008,0.1755725,1.022901
1678497212470917,500.1527,0.4656488,0.8091603
1678497212531000,500.1069,0.2213741,0.8167939
1678497212594848,499.9771,0.3969466,0.8778625
1678497212657250,499.9618,0.4427481,0.961832
1678497212719264,499.9237,0.3664122,0.9541985
1678497212833136,500.0687,0.4274809,0.9770992
1678497212889043,499.8015,0.5343512,0.9694656
1678497212947423,499.9542,0.2442748,1.015267
1678497213003749,500.0076,0.2671756,0.9847328
1678497213059041,500.084,0.3282443,0.7862596
1678497213120614,499.9542,0.2824428,0.8549618
1678497213178801,500.1374,0.351145,0.8396947
1678497213239706,500.1069,499.6412,0.9160305
1678497214299828,500.0153,0.1984733,0.9541985
1678497214355701,499.8931,0.2442748,0.9923664
1678497214417098,500.1832,0.3053435,0.7709923
1678497214478869,500.0382,0.1908397,0.9083969
1678497214540878,500.1908,0.0610687,0.7709923
1678497214601031,499.9618,0.6564885,0.9236641
1678497214722084,499.9466,1.251908,0.9465649
1678497214784042,499.9924,500.1145,0.7633588
1678497214849854,500.0076,0.4580153,0.9312977
1678497214912286,500.0153,0.3816794,1.0
1678497214979272,500.0763,0.129771,0.9312977
1678497215043382,499.9847,0.4427481,0.9312977
1678497215106569,500.1832,0.3587786,0.9923664
1678497215168882,499.8855,0.5725191,0.7480916
1678497215230748,500.2519,0.1832061,0.8473283
1678497216293795,499.9771,0.5648855,0.9847328
1678497216356071,500.0534,0.3358779,0.9312977
1678497216421731,500.0763,0.389313,0.7099237
1678497216483650,499.8855,0.06870229,0.8549618
1678497216549022,500.1221,0.3358779,0.9083969
1678497216674320,499.9237,0.4045802,0.7022901
1678497216739166,499.9237,0.3129771,1.022901
1678497216804201,500.0611,0.4656488,0.7709923
1678497216869964,500.0229,0.3282443,0.9236641
1678497216931918,500.1679,0.09923664,1.0
1678497217000473,500.0763,0.519084,0.9923664
1678497217064819,499.9542,0.3282443,0.9923664
1678497217126950,500.0153,0.5038168,0.8854962
1678497217191685,500.2061,0.2900764,0.9770992
1678497217260055,500.0382,0.1908397,0.7938931
1678497218330857,499.9084,0.3282443,0.9923664
1678497218398797,499.8931,0.3358779,0.9312977
1678497218465905,499.8626,0.4427481,0.8167939
1678497218532156,500.0458,0.1068702,0.832061
1678497218654139,499.7939,0.3053435,0.9236641
1678497218721252,499.9084,0.3358779,0.778626
1678497218787542,499.9389,0.2137404,0.9389313
1678497218855023,499.9542,0.2137404,0.7557252
1678497218923001,500.1145,0.3740458,0.8549618
1678497218994769,499.9771,0.3664122,1.053435
1678497219065928,500.2061,0.2900764,1.061069
1678497219140931,500.0763,0.3358779,0.8931297
1678497219208106,500.1908,500.2672,1.022901
1678497219279275,500.1756,0.07633588,0.8778625
1678497220350501,500.2596,500.2061,0.8015267
1678497220421222,499.9466,0.2748091,0.7633588
1678497220488259,500.1832,0.4351145,1.076336
1678497220560612,500.1832,0.3129771,0.870229
1678497220688426,500.0611,0.389313,0.7251908
1678497220755054,500.1298,0.1145038,1.114504
1678497220823081,500.1374,0.3358779,0.8625955
1678497220895581,500.0229,0.2519084,0.6870229
1678497220971732,499.8779,0.3206107,0.8778625
1678497221043666,500.1603,0.1679389,0.8778625
1678497221119061,499.7557,0.6335878,0.9541985
1678497221195965,500.0382,0.3816794,0.9465649
1678497221268698,499.9771,0.2748091,1.137405
1678497222336706,500.0458,0.3282443,1.0
1678497222407101,499.9847,0.2671756,0.9541985
1678497222477064,500.0534,0.1526718,0.7251908
1678497222548440,500.1221,0.3740458,0.7938931
1678497222620787,500.0763,0.2137404,0.870229
1678497222757895,499.9313,0.4580153,0.9465649
1678497222828145,500.0611,0.2061069,0.9923664
1678497222937420,500.0763,0.1145038,0.6717557
1678497222988889,499.8779,0.1679389,0.961832
1678497223041610,499.8931,500.2061,0.9007633
1678497223093246,500.0687,0.5114504,0.8931297
1678497223146822,500.1679,0.06870229,0.8854962
1678497223200960,500.0076,0.4503817,0.9083969
1678497223254307,500.1527,0.351145,0.8854962
1678497224311297,499.7939,0.1832061,0.961832
