datetime,rpm,voltage,current
1678520215251385,98.58512163591492,4.08,2.5186798753874116
1678520215262621,98.58512163591492,4.08,3.9618153715553324
1678520215274036,98.58512163591492,4.08,4.8331424635812485
1678520215285247,98.58512163591492,4.08,5.5410957258523075
1678520215296625,98.58512163591492,4.08,6.249048988123361
1678520215307912,14.977756394248063,4.08,6.929773278768612
1678520215319325,2085.88820370002,4.08,7.583268597788049
1678520215330625,2085.88820370002,4.08,8.236763916807485
1678520215341904,2085.88820370002,4.08,8.8358012925753
1678520215352988,2085.88820370002,4.08,9.462067639968927
1678520215364338,2085.88820370002,4.08,10.632913419878752
1678520215375653,2085.88820370002,4.08,11.449782568653047
1678520215386809,2085.88820370002,4.08,11.994362001169245
1678520215398070,2085.88820370002,4.08,12.402796575556394
1678520215409305,2085.88820370002,4.08,12.94737600807259
1678520215420649,146.82168444143662,4.08,13.464726468962978
1678520215431934,146.82168444143662,4.08,13.845932071724313
1678520215443211,146.82168444143662,4.08,14.336053560988894
1678520215454306,146.82168444143662,4.08,14.690030192124421
1678520215465599,146.82168444143662,4.08,15.31629653951805
1678520215476931,146.82168444143662,4.08,16.133165688292344
1678520215488199,225.1193679509933,4.08,16.45991334780206
1678520215499450,225.1193679509933,4.08,16.759432035685972
1678520215510690,225.1193679509933,4.08,17.05895072356988
1678520215522025,225.1193679509933,4.08,17.3856983830796
1678520215533336,225.1193679509933,4.08,17.657988099337697
1678520215544748,270.8903729155095,4.08,18.175338560228084
1678520215555969,270.8903729155095,4.08,18.42039930486037
1678520215567261,270.8903729155095,4.08,18.7743759359959
1678520215578586,270.8903729155095,4.08,19.727389942899244
1678520215589861,319.05067624104305,4.08,19.917992744279914
1678520215600976,319.05067624104305,4.08,20.135824517286395
1678520215612160,319.05067624104305,4.08,20.35365629029287
1678520215623238,319.05067624104305,4.08,20.59871703492516
1678520215634628,331.6057282305629,4.08,20.81654880793164
1678520215645817,331.6057282305629,4.08,21.034380580938116
1678520215656941,331.6057282305629,4.08,21.252212353944596
1678520215668228,331.6057282305629,4.08,21.442815155325267
1678520215679412,361.52806509446975,4.08,21.796791786460794
1678520215690784,361.52806509446975,4.08,22.45028710548023
1678520215701876,361.52806509446975,4.08,22.613660935235092
1678520215713110,372.3173611234399,4.08,22.66811887848671
1678520215724283,372.3173611234399,4.08,22.85872167986738
