datetime,rpm,voltage,current
1678520140089291,78.98133885698145,1.44,0.013614485812904158
1678520140100500,78.98133885698145,1.44,0.1225303723161436
1678520140111829,78.98133885698145,1.44,0.25867523044519136
1678520140122955,78.98133885698145,1.44,0.5037359750774848
1678520140134253,78.98133885698145,1.44,0.6126518615807243
1678520140145505,78.98133885698145,1.44,0.7215677480839636
1678520140156827,78.98133885698145,1.44,0.8032546629613886
1678520140168117,78.98133885698145,1.44,0.912170549464628
1678520140179238,78.98133885698145,1.44,0.9938574643420592
1678520140190426,78.98133885698145,1.44,1.0755443792194903
1678520140201421,78.98133885698145,1.44,1.1844602657227299
1678520140212541,78.98133885698145,1.44,1.2661471806001607
1678520140223540,78.98133885698145,1.44,1.347834095477586
1678520140234710,78.98133885698145,1.44,1.5656658684840647
1678520140245670,3.070732722999278,1.44,1.6201238117356875
1678520140256924,3.070732722999278,1.44,1.7018107266131188
1678520140267953,3.070732722999278,1.44,1.7834976414905437
1678520140279152,3.070732722999278,1.44,1.8379555847421665
1678520140290334,3.070732722999278,1.44,1.9196424996195975
1678520140301392,3.070732722999278,1.44,1.9741004428712143
1678520140312522,3.070732722999278,1.44,2.028558386122837
1678520140323532,3.070732722999278,1.44,2.0830163293744537
1678520140334710,3.070732722999278,1.44,2.1374742726260765
1678520140345675,3.070732722999278,1.44,2.2191611875035018
1678520140356916,3.070732722999278,1.44,2.3825350172583635
1678520140368051,3.070732722999278,1.44,2.4369929605099805
1678520140379250,113.29118460028631,1.44,2.4914509037616033
1678520140390305,113.29118460028631,1.44,2.54590884701322
1678520140401491,113.29118460028631,1.44,2.600366790264842
1678520140412583,113.29118460028631,1.44,2.627595761890651
1678520140423866,113.29118460028631,1.44,2.6820537051422737
1678520140435064,113.29118460028631,1.44,2.709282676768082
1678520140446042,113.29118460028631,1.44,2.7637406200196986
1678520140457315,113.29118460028631,1.44,2.818198563271322
1678520140468826,113.29118460028631,1.44,2.954343421400369
1678520140479990,150.6084225443821,1.44,2.9815723930261773
1678520140491123,150.6084225443821,1.44,3.0360303362778005
1678520140502315,150.6084225443821,1.44,3.063259307903609
1678520140513445,150.6084225443821,1.44,3.090488279529417
1678520140524634,150.6084225443821,1.44,3.1177172511552316
1678520140535635,150.6084225443821,1.44,3.14494622278104
1678520140546783,150.6084225443821,1.44,3.172175194406848
1678520140557894,150.6084225443821,1.44,3.226633137658471
1678520140569170,166.24668046009813,1.44,3.253862109284279
1678520140580744,166.24668046009813,1.44,3.390006967413327
1678520140591837,166.24668046009813,1.44,3.390006967413327
1678520140603061,166.24668046009813,1.44,3.4172359390391356
1678520140614248,166.24668046009813,1.44,3.44446491066495
1678520140625428,166.24668046009813,1.44,3.4716938822907584
1678520140636457,166.24668046009813,1.44,3.4989228539165667
