datetime,rpm,voltage,current
1678520089559463,0,0.0,0.013614485812904158
1678520089571386,0,0.0,0.013614485812904158
1678520089583147,0,0.0,0.013614485812904158
1678520089594869,0,0.0,0.013614485812904158
1678520089606393,0,0.0,0.013614485812904158
1678520089617930,0,0.0,0.013614485812904158
1678520089629461,0,0.0,0.013614485812904158
1678520089641177,0,0.0,0.013614485812904158
1678520089652741,0,0.0,0.013614485812904158
1678520089664228,0,0.0,0.013614485812904158
1678520089675790,0,0.0,0.013614485812904158
1678520089687582,0,0.0,0.013614485812904158
1678520089699272,0,0.0,0.013614485812904158
1678520089710811,0,0.0,0.013614485812904158
1678520089722693,0,0.0,0.013614485812904158
1678520089734315,0,0.0,0.013614485812904158
1678520089745831,0,0.0,0.013614485812904158
1678520089757440,0,0.0,0.013614485812904158
1678520089769249,0,0.0,0.013614485812904158
1678520089780767,0,0.0,0.013614485812904158
1678520089792266,0,0.0,0.013614485812904158
1678520089803871,0,0.0,0.013614485812904158
1678520089815519,0,0.0,0.013614485812904158
1678520089827056,0,0.0,0.013614485812904158
1678520089838940,0,0.0,0.013614485812904158
1678520089850678,0,0.0,0.013614485812904158
1678520089862207,0,0.0,0.013614485812904158
1678520089873778,0,0.0,0.013614485812904158
1678520089885378,0,0.0,0.013614485812904158
1678520089897013,0,0.0,0.013614485812904158
1678520089908580,0,0.0,0.013614485812904158
1678520089920152,0,0.0,0.013614485812904158
1678520089931770,0,0.0,0.013614485812904158
1678520089943579,0,0.0,0.013614485812904158
1678520089955516,0,0.0,0.013614485812904158
1678520089967084,0,0.0,0.013614485812904158
1678520089979067,0,0.0,0.013614485812904158
1678520089990552,0,0.0,0.013614485812904158
1678520090002125,0,0.0,0.013614485812904158
1678520090013592,0,0.0,0.013614485812904158
1678520090025154,0,0.0,0.013614485812904158
1678520090036844,0,0.0,0.013614485812904158
1678520090048509,0,0.0,0.013614485812904158
1678520090060034,0,0.0,0.013614485812904158
1678520090071577,0,0.0,0.013614485812904158
1678520090083596,0,0.0,0.013614485812904158
1678520090095137,0,0.0,0.013614485812904158
1678520090106806,0,0.0,0.013614485812904158
1678520090118648,0,0.0,0.013614485812904158
1678520090130218,0,0.0,0.013614485812904158
1678520090141768,0,0.0,0.013614485812904158
1678520090153303,0,0.0,0.013614485812904158
1678520090164909,0,0.0,0.013614485812904158
1678520090176484,0,0.0,0.013614485812904158
1678520090188198,0,0.0,0.013614485812904158
1678520090200012,0,0.0,0.013614485812904158
1678520090211638,0,0.0,0.013614485812904158
1678520090223192,0,0.0,0.013614485812904158
1678520090234731,0,0.0,0.013614485812904158
1678520090246261,0,0.0,0.013614485812904158
1678520090257892,0,0.0,0.013614485812904158
1678520090269739,0,0.0,0.013614485812904158
1678520090281342,0,0.0,0.013614485812904158
1678520090293248,0,0.0,0.013614485812904158
1678520090304963,0,0.0,0.013614485812904158
1678520090316564,0,0.0,0.013614485812904158
1678520090328443,0,0.0,0.013614485812904158
1678520090340287,0,0.0,0.013614485812904158
1678520090351916,0,0.0,0.013614485812904158
1678520090363485,0,0.0,0.013614485812904158
1678520090375653,0,0.0,0.013614485812904158
1678520090387629,0,0.0,0.013614485812904158
1678520090399433,0,0.0,0.013614485812904158
1678520090411438,0,0.0,0.013614485812904158
1678520090423015,0,0.0,0.013614485812904158
1678520090434576,0,0.0,0.013614485812904158
1678520090446087,0,0.0,0.013614485812904158
1678520090457941,0,0.0,0.013614485812904158
1678520090469751,0,0.0,0.013614485812904158
1678520090481398,0,0.0,0.013614485812904158
1678520090493236,0,0.0,0.013614485812904158
1678520090504745,0,0.0,0.013614485812904158
1678520090516229,0,0.0,0.013614485812904158
1678520090527775,0,0.0,0.013614485812904158
1678520090539536,0,0.0,0.013614485812904158
1678520090551086,0,0.0,0.013614485812904158
1678520090562611,0,0.0,0.013614485812904158
1678520090574209,0,0.0,0.013614485812904158
1678520090585929,0,0.0,0.013614485812904158
1678520090597557,0,0.0,0.013614485812904158
1678520090609317,0,0.0,0.013614485812904158
1678520090621080,0,0.0,0.013614485812904158
1678520090632966,0,0.0,0.013614485812904158
1678520090644527,0,0.0,0.013614485812904158
1678520090656157,0,0.0,0.013614485812904158
1678520090667846,0,0.0,0.013614485812904158
1678520090679528,0,0.0,0.013614485812904158
1678520090691170,0,0.0,0.013614485812904158
1678520090702760,0,0.0,0.013614485812904158
1678520090714407,0,0.0,0.013614485812904158
1678520090726624,0,0.0,0.013614485812904158
1678520090738393,0,0.0,0.013614485812904158
1678520090749983,0,0.0,0.013614485812904158
1678520090761970,0,0.0,0.013614485812904158
1678520090773971,0,0.0,0.013614485812904158
1678520090785613,0,0.0,0.013614485812904158
1678520090797189,0,0.0,0.013614485812904158
1678520090809206,0,0.0,0.013614485812904158
1678520090820798,0,0.0,0.013614485812904158
1678520090832347,0,0.0,0.013614485812904158
1678520090843960,0,0.0,0.013614485812904158
1678520090855940,0,0.0,0.013614485812904158
1678520090867553,0,0.0,0.013614485812904158
1678520090879373,0,0.0,0.013614485812904158
1678520090890994,0,0.0,0.013614485812904158
1678520090902678,0,0.0,0.013614485812904158
1678520090914304,0,0.0,0.013614485812904158
1678520090925936,0,0.0,0.013614485812904158
1678520090937560,0,0.0,0.013614485812904158
1678520090948777,0,0.0,0.013614485812904158
1678520090959881,0,0.0,0.013614485812904158
1678520090971008,0,0.0,0.013614485812904158
1678520090982144,0,0.0,0.013614485812904158
1678520090993363,0,0.0,0.013614485812904158
1678520091004787,0,0.0,0.013614485812904158
1678520091015899,0,0.0,0.013614485812904158
1678520091027053,0,0.0,0.013614485812904158
1678520091038225,0,0.0,0.013614485812904158
1678520091049343,0,0.0,0.013614485812904158
1678520091060440,0,0.0,0.013614485812904158
1678520091071777,0,0.0,0.013614485812904158
1678520091082846,0,0.0,0.013614485812904158
1678520091093889,0,0.0,0.013614485812904158
1678520091105022,0,0.0,0.013614485812904158
1678520091116040,0,0.0,0.013614485812904158
1678520091127111,0,0.0,0.013614485812904158
1678520091138361,0,0.0,0.013614485812904158
1678520091149520,0,0.0,0.013614485812904158
1678520091160551,0,0.0,0.013614485812904158
1678520091171614,0,0.0,0.013614485812904158
1678520091182647,0,0.0,0.013614485812904158
1678520091193825,0,0.0,0.013614485812904158
1678520091204860,0,0.0,0.013614485812904158
1678520091215906,0,0.0,0.013614485812904158
1678520091227092,0,0.0,0.013614485812904158
1678520091238263,0,0.0,0.013614485812904158
1678520091249532,0,0.0,0.013614485812904158
1678520091260759,0,0.0,0.013614485812904158
1678520091271865,0,0.0,0.013614485812904158
1678520091283036,0,0.0,0.013614485812904158
1678520091294024,0,0.0,0.013614485812904158
1678520091305051,0,0.0,0.013614485812904158
1678520091316118,0,0.0,0.013614485812904158
1678520091327270,0,0.0,0.013614485812904158
1678520091338457,0,0.0,0.013614485812904158
1678520091349616,0,0.0,0.013614485812904158
1678520091360789,0,0.0,0.013614485812904158
1678520091372023,0,0.0,0.013614485812904158
1678520091383605,0,0.0,0.013614485812904158
1678520091394794,0,0.0,0.013614485812904158
1678520091405913,0,0.0,0.013614485812904158
1678520091417080,0,0.0,0.013614485812904158
1678520091428292,0,0.0,0.013614485812904158
1678520091439438,0,0.0,0.013614485812904158
1678520091450638,0,0.0,0.013614485812904158
1678520091461797,0,0.0,0.013614485812904158
1678520091472919,0,0.0,0.013614485812904158
1678520091484098,0,0.0,0.013614485812904158
1678520091495220,0,0.0,0.013614485812904158
1678520091506374,0,0.0,0.013614485812904158
1678520091518266,0,0.0,0.013614485812904158
1678520091529544,0,0.0,0.013614485812904158
1678520091541097,0,0.0,0.013614485812904158
1678520091552471,0,0.0,0.013614485812904158
1678520091564057,0,0.0,0.013614485812904158
1678520091575387,0,0.0,0.013614485812904158
1678520091586713,0,0.0,0.013614485812904158
1678520091597958,0,0.0,0.013614485812904158
1678520091609321,0,0.0,0.013614485812904158
1678520091620728,0,0.0,0.013614485812904158
1678520091632015,0,0.0,0.013614485812904158
1678520091643776,0,0.0,0.013614485812904158
1678520091655191,0,0.0,0.013614485812904158
1678520091666587,0,0.0,0.013614485812904158
1678520091677876,0,0.0,0.013614485812904158
1678520091689151,0,0.0,0.013614485812904158
1678520091700424,0,0.0,0.013614485812904158
1678520091711779,0,0.0,0.013614485812904158
1678520091723477,0,0.0,0.013614485812904158
1678520091734805,0,0.0,0.013614485812904158
1678520091746181,0,0.0,0.013614485812904158
1678520091757505,0,0.0,0.013614485812904158
1678520091768809,0,0.0,0.013614485812904158
1678520091780189,0,0.0,0.013614485812904158
1678520091791517,0,0.0,0.013614485812904158
1678520091802858,0,0.0,0.013614485812904158
1678520091814169,0,0.0,0.013614485812904158
1678520091825445,0,0.0,0.013614485812904158
1678520091836807,0,0.0,0.013614485812904158
1678520091847995,0,0.0,0.013614485812904158
1678520091859535,0,0.0,0.013614485812904158
1678520091870794,0,0.0,0.013614485812904158
1678520091882002,0,0.0,0.013614485812904158
1678520091893323,0,0.0,0.013614485812904158
1678520091904472,0,0.0,0.013614485812904158
1678520091915681,0,0.0,0.013614485812904158
1678520091926973,0,0.0,0.013614485812904158
1678520091938529,0,0.0,0.013614485812904158
1678520091950235,0,0.0,0.013614485812904158
1678520091961846,0,0.0,0.013614485812904158
1678520091973372,0,0.0,0.013614485812904158
1678520091984963,0,0.0,0.013614485812904158
1678520091996263,0,0.0,0.013614485812904158
1678520092007609,0,0.0,0.013614485812904158
1678520092018902,0,0.0,0.013614485812904158
1678520092030038,0,0.0,0.013614485812904158
1678520092041403,0,0.0,0.013614485812904158
1678520092052779,0,0.0,0.013614485812904158
1678520092064101,0,0.0,0.013614485812904158
1678520092075379,0,0.0,0.013614485812904158
1678520092086615,0,0.0,0.013614485812904158
1678520092097978,0,0.0,0.013614485812904158
1678520092109855,0,0.0,0.013614485812904158
1678520092121327,0,0.0,0.013614485812904158
1678520092132812,0,0.0,0.013614485812904158
1678520092144165,0,0.0,0.013614485812904158
1678520092155746,0,0.0,0.013614485812904158
1678520092167338,0,0.0,0.013614485812904158
1678520092178802,0,0.0,0.013614485812904158
1678520092190034,0,0.0,0.013614485812904158
1678520092201270,0,0.0,0.013614485812904158
1678520092212477,0,0.0,0.013614485812904158
1678520092224216,0,0.0,0.013614485812904158
1678520092235565,0,0.0,0.013614485812904158
1678520092246810,0,0.0,0.013614485812904158
1678520092258327,0,0.0,0.013614485812904158
1678520092269904,0,0.0,0.013614485812904158
1678520092281378,0,0.0,0.013614485812904158
1678520092292792,0,0.0,0.013614485812904158
1678520092304203,0,0.0,0.013614485812904158
1678520092315652,0,0.0,0.013614485812904158
1678520092327214,0,0.0,0.013614485812904158
1678520092338558,0,0.0,0.013614485812904158
1678520092349875,0,0.0,0.013614485812904158
1678520092361151,0,0.0,0.013614485812904158
1678520092372617,0,0.0,0.013614485812904158
1678520092383807,0,0.0,0.013614485812904158
1678520092395134,0,0.0,0.013614485812904158
1678520092406376,0,0.0,0.013614485812904158
1678520092417672,0,0.0,0.013614485812904158
1678520092429295,0,0.0,0.013614485812904158
1678520092440558,0,0.0,0.013614485812904158
1678520092451780,0,0.0,0.013614485812904158
1678520092463131,0,0.0,0.013614485812904158
1678520092474880,0,0.0,0.013614485812904158
1678520092486357,0,0.0,0.013614485812904158
1678520092498362,0,0.0,0.013614485812904158
1678520092510877,0,0.0,0.013614485812904158
1678520092522834,0,0.0,0.013614485812904158
1678520092534270,0,0.0,0.013614485812904158
1678520092545697,0,0.0,0.013614485812904158
1678520092556998,0,0.0,0.013614485812904158
