datetime,rpm,voltage,current
1678520205476553,71.16242769466733,3.6,0.1225303723161436
1678520205487997,71.16242769466733,3.6,0.7760256913355803
1678520205499385,71.16242769466733,3.6,1.4022920387292086
1678520205510525,71.16242769466733,3.6,2.0013294144970226
1678520205521837,71.16242769466733,3.6,2.709282676768082
1678520205533162,71.16242769466733,3.6,3.2810910809100875
1678520205544468,71.16242769466733,3.6,3.934586399929524
1678520205555771,71.16242769466733,3.6,4.860371435207063
1678520205566899,71.16242769466733,3.6,5.677240583981355
1678520205578246,71.16242769466733,3.6,6.167362073245936
1678520205589540,71.16242769466733,3.6,6.630254590884702
1678520205600850,71.16242769466733,3.6,7.120376080149277
1678520205612011,3407.0486299144372,3.6,7.583268597788049
1678520205623368,3407.0486299144372,3.6,8.018932143801006
1678520205634576,3407.0486299144372,3.6,8.454595689813965
1678520205645909,3407.0486299144372,3.6,8.890259235826921
1678520205657244,3407.0486299144372,3.6,9.489296611594737
1678520205668565,3407.0486299144372,3.6,10.360623703620652
1678520205679852,3407.0486299144372,3.6,10.714600334756177
1678520205691170,184.11682420766147,3.6,11.09580593751752
1678520205702518,184.11682420766147,3.6,11.340866682149807
1678520205713660,184.11682420766147,3.6,11.722072284911148
1678520205724965,184.11682420766147,3.6,12.076048916046675
1678520205736090,184.11682420766147,3.6,12.402796575556394
1678520205747425,184.11682420766147,3.6,12.729544235066111
1678520205758602,240.48988953021674,3.6,13.029062922950022
1678520205769918,240.48988953021674,3.6,13.818703100098507
1678520205781028,240.48988953021674,3.6,14.036534873104985
1678520205792395,240.48988953021674,3.6,14.172679731234032
1678520205803711,240.48988953021674,3.6,14.363282532614702
1678520205814990,270.6375070977511,3.6,14.553885333995373
1678520205826326,270.6375070977511,3.6,14.82617505025347
1678520205837466,270.6375070977511,3.6,15.016777851634139
1678520205848956,270.6375070977511,3.6,15.152922709763187
1678520205860085,311.0393925011865,3.6,15.343525511143858
1678520205871429,311.0393925011865,3.6,15.915333915285863
1678520205882552,311.0393925011865,3.6,16.105936716666534
1678520205893991,311.0393925011865,3.6,16.24208157479558
1678520205905462,320.9992040653891,3.6,16.514371291053685
1678520205916893,320.9992040653891,3.6,16.65051614918273
1678520205928273,320.9992040653891,3.6,16.759432035685972
1678520205939730,320.9992040653891,3.6,16.89557689381502
1678520205951255,356.87497518335954,3.6,17.00449278031826
1678520205969449,356.87497518335954,3.6,17.358469411453786
1678520205981254,356.87497518335954,3.6,17.440156326331213
1678520205992650,358.48139348045333,3.6,17.549072212834457
1678520206004057,358.48139348045333,3.6,17.875819872344174
1678520206015575,358.48139348045333,3.6,18.284254446731325
1678520206026746,385.8794666404975,3.6,18.338712389982938
1678520206038089,385.8794666404975,3.6,18.42039930486037
1678520206049503,385.8794666404975,3.6,18.5020862197378
1678520206060824,385.8794666404975,3.6,18.611002106241042
1678520206072013,383.1744349637317,3.6,18.692689021118472
1678520206083393,383.1744349637317,3.6,18.74714696437009
1678520206094531,383.1744349637317,3.6,18.82883387924752
1678520206105930,421.24455990465606,3.6,19.18281051038305
1678520206117414,421.24455990465606,3.6,19.482329198266957
1678520206128619,421.24455990465606,3.6,19.509558169892767
1678520206139951,405.521028715073,3.6,19.591245084770197
1678520206151302,405.521028715073,3.6,19.64570302802181
1678520206162565,405.521028715073,3.6,19.700160971273437
1678520206173835,405.521028715073,3.6,19.754618914525054
1678520206185195,424.30424138605446,3.6,19.809076857776674
1678520206196301,424.30424138605446,3.6,19.863534801028294
1678520206207667,424.30424138605446,3.6,20.1630534889122
1678520206218888,420.16428695454726,3.6,20.489801148421922
1678520206230332,420.16428695454726,3.6,20.489801148421922
1678520206241889,420.16428695454726,3.6,20.544259091673542
1678520206253244,433.8007736277072,3.6,20.57148806329935
1678520206264673,433.8007736277072,3.6,20.59871703492516
1678520206275938,433.8007736277072,3.6,20.653174978176782
1678520206287243,430.51471896426665,3.6,20.680403949802592
1678520206298684,430.51471896426665,3.6,20.81654880793164
1678520206310063,430.51471896426665,3.6,21.252212353944596
1678520206321383,455.82333507216134,3.6,21.19775441069298
1678520206332757,455.82333507216134,3.6,21.252212353944596
1678520206343917,455.82333507216134,3.6,21.30667029719622
